poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,endorsed_candidate_id,endorsed_candidate_name,endorsed_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,hypothetical,party,answer,candidate_id,candidate_name,pct
89375,1528,AtlasIntel,,,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6.0,Michigan,11/3/24,11/4/24,,,,,,,216469,1113.0,lv,,lv,,11/4/24 19:24,,https://atlasintel.org/poll/usa-key-states-2024-11-04,https://atlasintel.org/poll/usa-key-states-2024-11-04,,https://cdn.atlasintel.org/f62c7f97-72b3-446a-9b95-a4a014ff5eb9.pdf,,,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,DEM,Harris,16661,Kamala Harris,48.3
89375,1528,AtlasIntel,,,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6.0,Michigan,11/3/24,11/4/24,,,,,,,216469,1113.0,lv,,lv,,11/4/24 19:24,,https://atlasintel.org/poll/usa-key-states-2024-11-04,https://atlasintel.org/poll/usa-key-states-2024-11-04,,https://cdn.atlasintel.org/f62c7f97-72b3-446a-9b95-a4a014ff5eb9.pdf,,,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,REP,Trump,16651,Donald Trump,49.8
89378,1528,AtlasIntel,,,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6.0,Nevada,11/3/24,11/4/24,,,,,,,216474,707.0,lv,,lv,,11/4/24 19:25,,https://atlasintel.org/poll/usa-key-states-2024-11-04,https://atlasintel.org/poll/usa-key-states-2024-11-04,,https://cdn.atlasintel.org/f62c7f97-72b3-446a-9b95-a4a014ff5eb9.pdf,,,,8857,2024,U.S. President,0,,11/5/24,general,False,False,,False,DEM,Harris,16661,Kamala Harris,47.1
89378,1528,AtlasIntel,,,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6.0,Nevada,11/3/24,11/4/24,,,,,,,216474,707.0,lv,,lv,,11/4/24 19:25,,https://atlasintel.org/poll/usa-key-states-2024-11-04,https://atlasintel.org/poll/usa-key-states-2024-11-04,,https://cdn.atlasintel.org/f62c7f97-72b3-446a-9b95-a4a014ff5eb9.pdf,,,,8857,2024,U.S. President,0,,11/5/24,general,False,False,,False,REP,Trump,16651,Donald Trump,50.2
89378,1528,AtlasIntel,,,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6.0,Nevada,11/3/24,11/4/24,,,,,,,216475,707.0,lv,,lv,,11/4/24 19:25,,https://atlasintel.org/poll/usa-key-states-2024-11-04,https://atlasintel.org/poll/usa-key-states-2024-11-04,,https://cdn.atlasintel.org/f62c7f97-72b3-446a-9b95-a4a014ff5eb9.pdf,,,,8857,2024,U.S. President,0,,11/5/24,general,False,False,,False,DEM,Harris,16661,Kamala Harris,47.2
89378,1528,AtlasIntel,,,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6.0,Nevada,11/3/24,11/4/24,,,,,,,216475,707.0,lv,,lv,,11/4/24 19:25,,https://atlasintel.org/poll/usa-key-states-2024-11-04,https://atlasintel.org/poll/usa-key-states-2024-11-04,,https://cdn.atlasintel.org/f62c7f97-72b3-446a-9b95-a4a014ff5eb9.pdf,,,,8857,2024,U.S. President,0,,11/5/24,general,False,False,,False,REP,Trump,16651,Donald Trump,50.2
89379,1528,AtlasIntel,,,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6.0,North Carolina,11/3/24,11/4/24,,,,,,,216476,1219.0,lv,,lv,,11/4/24 19:25,,https://atlasintel.org/poll/usa-key-states-2024-11-04,https://atlasintel.org/poll/usa-key-states-2024-11-04,,https://cdn.atlasintel.org/f62c7f97-72b3-446a-9b95-a4a014ff5eb9.pdf,,,,8839,2024,U.S. President,0,,11/5/24,general,False,False,,False,DEM,Harris,16661,Kamala Harris,47.6
89379,1528,AtlasIntel,,,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6.0,North Carolina,11/3/24,11/4/24,,,,,,,216476,1219.0,lv,,lv,,11/4/24 19:25,,https://atlasintel.org/poll/usa-key-states-2024-11-04,https://atlasintel.org/poll/usa-key-states-2024-11-04,,https://cdn.atlasintel.org/f62c7f97-72b3-446a-9b95-a4a014ff5eb9.pdf,,,,8839,2024,U.S. President,0,,11/5/24,general,False,False,,False,REP,Trump,16651,Donald Trump,49.8
89379,1528,AtlasIntel,,,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6.0,North Carolina,11/3/24,11/4/24,,,,,,,216477,1219.0,lv,,lv,,11/4/24 19:25,,https://atlasintel.org/poll/usa-key-states-2024-11-04,https://atlasintel.org/poll/usa-key-states-2024-11-04,,https://cdn.atlasintel.org/f62c7f97-72b3-446a-9b95-a4a014ff5eb9.pdf,,,,8839,2024,U.S. President,0,,11/5/24,general,False,False,,False,DEM,Harris,16661,Kamala Harris,47.9
89379,1528,AtlasIntel,,,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6.0,North Carolina,11/3/24,11/4/24,,,,,,,216477,1219.0,lv,,lv,,11/4/24 19:25,,https://atlasintel.org/poll/usa-key-states-2024-11-04,https://atlasintel.org/poll/usa-key-states-2024-11-04,,https://cdn.atlasintel.org/f62c7f97-72b3-446a-9b95-a4a014ff5eb9.pdf,,,,8839,2024,U.S. President,0,,11/5/24,general,False,False,,False,REP,Trump,16651,Donald Trump,50.0
89381,1528,AtlasIntel,,,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6.0,Pennsylvania,11/3/24,11/4/24,,,,,,,216480,1840.0,lv,,lv,,11/4/24 19:25,,https://atlasintel.org/poll/usa-key-states-2024-11-04,https://atlasintel.org/poll/usa-key-states-2024-11-04,,https://cdn.atlasintel.org/f62c7f97-72b3-446a-9b95-a4a014ff5eb9.pdf,,,,8872,2024,U.S. President,0,,11/5/24,general,False,False,,False,DEM,Harris,16661,Kamala Harris,48.4
89381,1528,AtlasIntel,,,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6.0,Pennsylvania,11/3/24,11/4/24,,,,,,,216480,1840.0,lv,,lv,,11/4/24 19:25,,https://atlasintel.org/poll/usa-key-states-2024-11-04,https://atlasintel.org/poll/usa-key-states-2024-11-04,,https://cdn.atlasintel.org/f62c7f97-72b3-446a-9b95-a4a014ff5eb9.pdf,,,,8872,2024,U.S. President,0,,11/5/24,general,False,False,,False,REP,Trump,16651,Donald Trump,49.1
89381,1528,AtlasIntel,,,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6.0,Pennsylvania,11/3/24,11/4/24,,,,,,,216481,1840.0,lv,,lv,,11/4/24 19:25,,https://atlasintel.org/poll/usa-key-states-2024-11-04,https://atlasintel.org/poll/usa-key-states-2024-11-04,,https://cdn.atlasintel.org/f62c7f97-72b3-446a-9b95-a4a014ff5eb9.pdf,,,,8872,2024,U.S. President,0,,11/5/24,general,False,False,,False,DEM,Harris,16661,Kamala Harris,48.6
89381,1528,AtlasIntel,,,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6.0,Pennsylvania,11/3/24,11/4/24,,,,,,,216481,1840.0,lv,,lv,,11/4/24 19:25,,https://atlasintel.org/poll/usa-key-states-2024-11-04,https://atlasintel.org/poll/usa-key-states-2024-11-04,,https://cdn.atlasintel.org/f62c7f97-72b3-446a-9b95-a4a014ff5eb9.pdf,,,,8872,2024,U.S. President,0,,11/5/24,general,False,False,,False,REP,Trump,16651,Donald Trump,49.6
89384,1528,AtlasIntel,,,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6.0,Wisconsin,11/3/24,11/4/24,,,,,,,216486,869.0,lv,,lv,,11/4/24 19:25,,https://atlasintel.org/poll/usa-key-states-2024-11-04,https://atlasintel.org/poll/usa-key-states-2024-11-04,,https://cdn.atlasintel.org/f62c7f97-72b3-446a-9b95-a4a014ff5eb9.pdf,,,,8905,2024,U.S. President,0,,11/5/24,general,False,False,,False,DEM,Harris,16661,Kamala Harris,47.9
89384,1528,AtlasIntel,,,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6.0,Wisconsin,11/3/24,11/4/24,,,,,,,216486,869.0,lv,,lv,,11/4/24 19:25,,https://atlasintel.org/poll/usa-key-states-2024-11-04,https://atlasintel.org/poll/usa-key-states-2024-11-04,,https://cdn.atlasintel.org/f62c7f97-72b3-446a-9b95-a4a014ff5eb9.pdf,,,,8905,2024,U.S. President,0,,11/5/24,general,False,False,,False,REP,Trump,16651,Donald Trump,49.1
89384,1528,AtlasIntel,,,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6.0,Wisconsin,11/3/24,11/4/24,,,,,,,216487,869.0,lv,,lv,,11/4/24 19:25,,https://atlasintel.org/poll/usa-key-states-2024-11-04,https://atlasintel.org/poll/usa-key-states-2024-11-04,,https://cdn.atlasintel.org/f62c7f97-72b3-446a-9b95-a4a014ff5eb9.pdf,,,,8905,2024,U.S. President,0,,11/5/24,general,False,False,,False,DEM,Harris,16661,Kamala Harris,48.6
89384,1528,AtlasIntel,,,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6.0,Wisconsin,11/3/24,11/4/24,,,,,,,216487,869.0,lv,,lv,,11/4/24 19:25,,https://atlasintel.org/poll/usa-key-states-2024-11-04,https://atlasintel.org/poll/usa-key-states-2024-11-04,,https://cdn.atlasintel.org/f62c7f97-72b3-446a-9b95-a4a014ff5eb9.pdf,,,,8905,2024,U.S. President,0,,11/5/24,general,False,False,,False,REP,Trump,16651,Donald Trump,49.5
89368,1921,Survation,,,Survation,889,Survation,,,,8.0,Pennsylvania,11/1/24,11/4/24,,,,,,,216438,915.0,lv,,lv,,11/4/24 18:23,,https://www.survation.com/harris-narrowly-ahead-in-pennsylvania/,https://www.survation.com/harris-narrowly-ahead-in-pennsylvania/,,,,,,8872,2024,U.S. President,0,,11/5/24,general,False,False,,False,DEM,Harris,16661,Kamala Harris,49.24
89368,1921,Survation,,,Survation,889,Survation,,,,8.0,Pennsylvania,11/1/24,11/4/24,,,,,,,216438,915.0,lv,,lv,,11/4/24 18:23,,https://www.survation.com/harris-narrowly-ahead-in-pennsylvania/,https://www.survation.com/harris-narrowly-ahead-in-pennsylvania/,,,,,,8872,2024,U.S. President,0,,11/5/24,general,False,False,,False,REP,Trump,16651,Donald Trump,46.54
89319,235,InsiderAdvantage,,,InsiderAdvantage,243,InsiderAdvantage,2.0,-0.3,,5.0,Georgia,11/2/24,11/3/24,,,,,,,216169,800.0,lv,,lv,,11/4/24 08:43,,https://insideradvantage.com/insideradvantage-georgia-survey-trump-leads-by-one-in-potentially-chaotic-georgia-election/,,,https://insideradvantage.com/insideradvantage-georgia-survey-trump-leads-by-one-in-potentially-chaotic-georgia-election/,,,,8781,2024,U.S. President,0,,11/5/24,general,False,False,,False,DEM,Harris,16661,Kamala Harris,47.7
89319,235,InsiderAdvantage,,,InsiderAdvantage,243,InsiderAdvantage,2.0,-0.3,,5.0,Georgia,11/2/24,11/3/24,,,,,,,216169,800.0,lv,,lv,,11/4/24 08:43,,https://insideradvantage.com/insideradvantage-georgia-survey-trump-leads-by-one-in-potentially-chaotic-georgia-election/,,,https://insideradvantage.com/insideradvantage-georgia-survey-trump-leads-by-one-in-potentially-chaotic-georgia-election/,,,,8781,2024,U.S. President,0,,11/5/24,general,False,False,,False,REP,Trump,16651,Donald Trump,48.7
89322,1478,Research Co.,,,Research Co.,449,Research Co.,2.4,-0.5,Online Panel,6.0,Michigan,11/2/24,11/3/24,,,,,,,216173,450.0,lv,,lv,,11/4/24 08:43,,https://researchco.ca/2024/11/04/states-us-2024/,https://researchco.ca/2024/11/04/states-us-2024/,,https://researchco.ca/wp-content/uploads/2024/11/Tables_USStates_04Nov2024.pdf,,,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,DEM,Harris,16661,Kamala Harris,49.0
89322,1478,Research Co.,,,Research Co.,449,Research Co.,2.4,-0.5,Online Panel,6.0,Michigan,11/2/24,11/3/24,,,,,,,216173,450.0,lv,,lv,,11/4/24 08:43,,https://researchco.ca/2024/11/04/states-us-2024/,https://researchco.ca/2024/11/04/states-us-2024/,,https://researchco.ca/wp-content/uploads/2024/11/Tables_USStates_04Nov2024.pdf,,,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,REP,Trump,16651,Donald Trump,47.0
89327,1478,Research Co.,,,Research Co.,449,Research Co.,2.4,-0.5,Online Panel,6.0,Pennsylvania,11/2/24,11/3/24,,,,,,,216178,450.0,lv,,lv,,11/4/24 08:43,,https://researchco.ca/2024/11/04/states-us-2024/,https://researchco.ca/2024/11/04/states-us-2024/,,https://researchco.ca/wp-content/uploads/2024/11/Tables_USStates_04Nov2024.pdf,,,,8872,2024,U.S. President,0,,11/5/24,general,False,False,,False,DEM,Harris,16661,Kamala Harris,48.0
89327,1478,Research Co.,,,Research Co.,449,Research Co.,2.4,-0.5,Online Panel,6.0,Pennsylvania,11/2/24,11/3/24,,,,,,,216178,450.0,lv,,lv,,11/4/24 08:43,,https://researchco.ca/2024/11/04/states-us-2024/,https://researchco.ca/2024/11/04/states-us-2024/,,https://researchco.ca/wp-content/uploads/2024/11/Tables_USStates_04Nov2024.pdf,,,,8872,2024,U.S. President,0,,11/5/24,general,False,False,,False,REP,Trump,16651,Donald Trump,47.0
89330,1478,Research Co.,,,Research Co.,449,Research Co.,2.4,-0.5,Online Panel,6.0,Wisconsin,11/2/24,11/3/24,,,,,,,216181,450.0,lv,,lv,,11/4/24 08:44,,https://researchco.ca/2024/11/04/states-us-2024/,https://researchco.ca/2024/11/04/states-us-2024/,,https://researchco.ca/wp-content/uploads/2024/11/Tables_USStates_04Nov2024.pdf,,,,8905,2024,U.S. President,0,,11/5/24,general,False,False,,False,DEM,Harris,16661,Kamala Harris,49.0
89330,1478,Research Co.,,,Research Co.,449,Research Co.,2.4,-0.5,Online Panel,6.0,Wisconsin,11/2/24,11/3/24,,,,,,,216181,450.0,lv,,lv,,11/4/24 08:44,,https://researchco.ca/2024/11/04/states-us-2024/,https://researchco.ca/2024/11/04/states-us-2024/,,https://researchco.ca/wp-content/uploads/2024/11/Tables_USStates_04Nov2024.pdf,,,,8905,2024,U.S. President,0,,11/5/24,general,False,False,,False,REP,Trump,16651,Donald Trump,46.0
89333,1672,Victory Insights,,,Victory Insights,673,Victory Insights,1.3,0.1,IVR/Text-to-Web,1.0,Arizona,11/2/24,11/3/24,,,,,,,216208,750.0,lv,,lv,,11/4/24 08:57,,https://irp.cdn-website.com/07e08705/files/uploaded/PressRelease_AZ_11-04-2024.pdf,https://irp.cdn-website.com/07e08705/files/uploaded/PressRelease_AZ_11-04-2024.pdf,,,,,,8759,2024,U.S. President,0,,11/5/24,general,False,False,,False,DEM,Harris,16661,Kamala Harris,48.4
89333,1672,Victory Insights,,,Victory Insights,673,Victory Insights,1.3,0.1,IVR/Text-to-Web,1.0,Arizona,11/2/24,11/3/24,,,,,,,216208,750.0,lv,,lv,,11/4/24 08:57,,https://irp.cdn-website.com/07e08705/files/uploaded/PressRelease_AZ_11-04-2024.pdf,https://irp.cdn-website.com/07e08705/files/uploaded/PressRelease_AZ_11-04-2024.pdf,,,,,,8759,2024,U.S. President,0,,11/5/24,general,False,False,,False,REP,Trump,16651,Donald Trump,49.2
89290,1754,Patriot Polling,,,Patriot Polling,732,Patriot Polling,1.1,0.6,IVR/Text-to-Web,5.0,Pennsylvania,11/1/24,11/3/24,,,,,,,216085,903.0,rv,,rv,,11/3/24 12:45,,https://patriotpolling.com/our-polls/f/final-2024-presidential-poll,https://patriotpolling.com/our-polls/f/final-2024-presidential-poll,,,,,,8872,2024,U.S. President,0,,11/5/24,general,False,False,,False,DEM,Harris,16661,Kamala Harris,48.7
89290,1754,Patriot Polling,,,Patriot Polling,732,Patriot Polling,1.1,0.6,IVR/Text-to-Web,5.0,Pennsylvania,11/1/24,11/3/24,,,,,,,216085,903.0,rv,,rv,,11/3/24 12:45,,https://patriotpolling.com/our-polls/f/final-2024-presidential-poll,https://patriotpolling.com/our-polls/f/final-2024-presidential-poll,,,,,,8872,2024,U.S. President,0,,11/5/24,general,False,False,,False,REP,Trump,16651,Donald Trump,49.6
89291,1754,Patriot Polling,,,Patriot Polling,732,Patriot Polling,1.1,0.6,IVR/Text-to-Web,5.0,Michigan,11/1/24,11/3/24,,,,,,,216086,858.0,rv,,rv,,11/3/24 12:45,,https://patriotpolling.com/our-polls/f/final-2024-presidential-poll,https://patriotpolling.com/our-polls/f/final-2024-presidential-poll,,,,,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,DEM,Harris,16661,Kamala Harris,49.2
89291,1754,Patriot Polling,,,Patriot Polling,732,Patriot Polling,1.1,0.6,IVR/Text-to-Web,5.0,Michigan,11/1/24,11/3/24,,,,,,,216086,858.0,rv,,rv,,11/3/24 12:45,,https://patriotpolling.com/our-polls/f/final-2024-presidential-poll,https://patriotpolling.com/our-polls/f/final-2024-presidential-poll,,,,,,8820,2024,U.S. President,0,,11/5/24,general,False,False,,False,REP,Trump,16651,Donald Trump,48.5
89292,1754,Patriot Polling,,,Patriot Polling,732,Patriot Polling,1.1,0.6,IVR/Text-to-Web,5.0,Wisconsin,11/1/24,11/3/24,,,,,,,216087,835.0,rv,,rv,,11/3/24 12:45,,https://patriotpolling.com/our-polls/f/final-2024-presidential-poll,https://patriotpolling.com/our-polls/f/final-2024-presidential-poll,,,,,,8905,2024,U.S. President,0,,11/5/24,general,False,False,,False,DEM,Harris,16661,Kamala Harris,49.0
89292,1754,Patriot Polling,,,Patriot Polling,732,Patriot Polling,1.1,0.6,IVR/Text-to-Web,5.0,Wisconsin,11/1/24,11/3/24,,,,,,,216087,835.0,rv,,rv,,11/3/24 12:45,,https://patriotpolling.com/our-polls/f/final-2024-presidential-poll,https://patriotpolling.com/our-polls/f/final-2024-presidential-poll,,,,,,8905,2024,U.S. President,0,,11/5/24,general,False,False,,False,REP,Trump,16651,Donald Trump,48.7
89293,1754,Patriot Polling,,,Patriot Polling,732,Patriot Polling,1.1,0.6,IVR/Text-to-Web,5.0,North Carolina,11/1/24,11/3/24,,,,,,,216088,799.0,rv,,rv,,11/3/24 12:45,,https://patriotpolling.com/our-polls/f/final-2024-presidential-poll,https://patriotpolling.com/our-polls/f/final-2024-presidential-poll,,,,,,8839,2024,U.S. President,0,,11/5/24,general,False,False,,False,DEM,Harris,16661,Kamala Harris,48.9
89293,1754,Patriot Polling,,,Patriot Polling,732,Patriot Polling,1.1,0.6,IVR/Text-to-Web,5.0,North Carolina,11/1/24,11/3/24,,,,,,,216088,799.0,rv,,rv,,11/3/24 12:45,,https://patriotpolling.com/our-polls/f/final-2024-presidential-poll,https://patriotpolling.com/our-polls/f/final-2024-presidential-poll,,,,,,8839,2024,U.S. President,0,,11/5/24,general,False,False,,False,REP,Trump,16651,Donald Trump,50.5
89294,1754,Patriot Polling,,,Patriot Polling,732,Patriot Polling,1.1,0.6,IVR/Text-to-Web,5.0,Georgia,11/1/24,11/3/24,,,,,,,216089,818.0,rv,,rv,,11/3/24 12:45,,https://patriotpolling.com/our-polls/f/final-2024-presidential-poll,https://patriotpolling.com/our-polls/f/final-2024-presidential-poll,,,,,,8781,2024,U.S. President,0,,11/5/24,general,False,False,,False,DEM,Harris,16661,Kamala Harris,48.6
89294,1754,Patriot Polling,,,Patriot Polling,732,Patriot Polling,1.1,0.6,IVR/Text-to-Web,5.0,Georgia,11/1/24,11/3/24,,,,,,,216089,818.0,rv,,rv,,11/3/24 12:45,,https://patriotpolling.com/our-polls/f/final-2024-presidential-poll,https://patriotpolling.com/our-polls/f/final-2024-presidential-poll,,,,,,8781,2024,U.S. President,0,,11/5/24,general,False,False,,False,REP,Trump,16651,Donald Trump,50.4
89295,1754,Patriot Polling,,,Patriot Polling,732,Patriot Polling,1.1,0.6,IVR/Text-to-Web,5.0,Arizona,11/1/24,11/3/24,,,,,,,216090,801.0,rv,,rv,,11/3/24 12:45,,https://patriotpolling.com/our-polls/f/final-2024-presidential-poll,https://patriotpolling.com/our-polls/f/final-2024-presidential-poll,,,,,,8759,2024,U.S. President,0,,11/5/24,general,False,False,,False,DEM,Harris,16661,Kamala Harris,47.6
89295,1754,Patriot Polling,,,Patriot Polling,732,Patriot Polling,1.1,0.6,IVR/Text-to-Web,5.0,Arizona,11/1/24,11/3/24,,,,,,,216090,801.0,rv,,rv,,11/3/24 12:45,,https://patriotpolling.com/our-polls/f/final-2024-presidential-poll,https://patriotpolling.com/our-polls/f/final-2024-presidential-poll,,,,,,8759,2024,U.S. President,0,,11/5/24,general,False,False,,False,REP,Trump,16651,Donald Trump,51.1
89296,1754,Patriot Polling,,,Patriot Polling,732,Patriot Polling,1.1,0.6,IVR/Text-to-Web,5.0,Nevada,11/1/24,11/3/24,,,,,,,216091,792.0,rv,,rv,,11/3/24 12:45,,https://patriotpolling.com/our-polls/f/final-2024-presidential-poll,https://patriotpolling.com/our-polls/f/final-2024-presidential-poll,,,,,,8857,2024,U.S. President,0,,11/5/24,general,False,False,,False,DEM,Harris,16661,Kamala Harris,49.4
89296,1754,Patriot Polling,,,Patriot Polling,732,Patriot Polling,1.1,0.6,IVR/Text-to-Web,5.0,Nevada,11/1/24,11/3/24,,,,,,,216091,792.0,rv,,rv,,11/3/24 12:45,,https://patriotpolling.com/our-polls/f/final-2024-presidential-poll,https://patriotpolling.com/our-polls/f/final-2024-presidential-poll,,,,,,8857,2024,U.S. President,0,,11/5/24,general,False,False,,False,REP,Trump,16651,Donald Trump,49.5
